__time,/mavros/local_position/pose/header/stamp/nanosec,/mavros/local_position/pose/header/stamp/sec,/mavros/local_position/pose/pose/orientation/w,/mavros/local_position/pose/pose/orientation/x,/mavros/local_position/pose/pose/orientation/y,/mavros/local_position/pose/pose/orientation/z,/mavros/local_position/pose/pose/position/x,/mavros/local_position/pose/pose/position/y,/mavros/local_position/pose/pose/position/z,/state_vector/data[0],/state_vector/data[1],/state_vector/data[2],/state_vector/data[3],/state_vector/data[4],/state_vector/data[5],/state_vector/data[6],/state_vector/data[7],/state_vector/data[8],/state_vector/data[9],/state_vector/layout/data_offset
1709381225.806448,,,,,,,,,,-1.062471390,0.249551564,0.003388698,-0.002223425,-1.062016487,0.284539938,-0.006522785,0.003126903,8.937528610,8.937983513,0.000000000
1709381225.825559,,,,,,,,,,-1.062471390,0.249551564,0.003388698,-0.002223425,-1.062016487,0.284539938,-0.006522785,0.003126903,8.937528610,8.937983513,0.000000000
1709381225.832295,731603782.000000000,1709380821.000000000,-0.923177236,-0.000356328,-0.000325034,-0.384374285,8.946619987,8.944540977,9.761262894,,,,,,,,,,,
1709381225.843178,,,,,,,,,,-1.053380013,0.250644356,0.003650991,-0.002268857,-1.055459023,0.281858146,-0.006583860,0.002920062,8.946619987,8.944540977,0.000000000
1709381225.864196,,,,,,,,,,-1.053380013,0.250644356,0.003650991,-0.002268857,-1.055459023,0.281858146,-0.006583860,0.002920062,8.946619987,8.944540977,0.000000000
1709381225.871589,770051306.000000000,1709380821.000000000,-0.923401141,-0.000257611,-0.000287570,-0.383836133,8.957965851,8.952931404,9.758677483,,,,,,,,,,,
1709381225.884522,,,,,,,,,,-1.042034149,0.251773417,0.003980863,-0.002329842,-1.047068596,0.278708309,-0.006623495,0.002671613,8.957965851,8.952931404,0.000000000
1709381225.903324,,,,,,,,,,-1.042034149,0.251773417,0.003980863,-0.002329842,-1.047068596,0.278708309,-0.006623495,0.002671613,8.957965851,8.952931404,0.000000000
1709381225.906953,804988086.000000000,1709380821.000000000,-0.923503748,-0.000171930,-0.000253078,-0.383589553,8.968044281,8.959371567,9.756761551,,,,,,,,,,,
1709381225.923679,,,,,,,,,,-1.031955719,0.252992362,0.004318470,-0.002371061,-1.040628433,0.276106417,-0.006649641,0.002443701,8.968044281,8.959371567,0.000000000
1709381225.937329,836662597.000000000,1709380821.000000000,-0.923689868,-0.000013897,-0.000153263,-0.383141026,8.978343964,8.965814590,9.755789757,,,,,,,,,,,
1709381225.943636,,,,,,,,,,-1.021656036,0.254145801,0.004491502,-0.002424559,-1.034185410,0.273601085,-0.006565053,0.002191105,8.978343964,8.965814590,0.000000000
1709381225.963555,,,,,,,,,,-1.021656036,0.254145801,0.004491502,-0.002424559,-1.034185410,0.273601085,-0.006565053,0.002191105,8.978343964,8.965814590,0.000000000
1709381225.980671,878390549.000000000,1709380821.000000000,-0.923844400,0.000193070,0.000014557,-0.382768427,8.988514900,8.972393990,9.756037712,,,,,,,,,,,
1709381225.983166,,,,,,,,,,-1.011485100,0.255015641,0.004844578,-0.002478766,-1.027606010,0.271313041,-0.006573433,0.001920222,8.988514900,8.972393990,0.000000000
1709381226.004232,,,,,,,,,,-1.011485100,0.255015641,0.004844578,-0.002478766,-1.027606010,0.271313041,-0.006573433,0.001920222,8.988514900,8.972393990,0.000000000
1709381226.014087,912882840.000000000,1709380821.000000000,-0.923915712,0.000322572,0.000125115,-0.382595962,8.998560905,8.979097366,9.757287979,,,,,,,,,,,
1709381226.025177,,,,,,,,,,-1.001439095,0.255573511,0.005284623,-0.002537160,-1.020902634,0.269260049,-0.006653644,0.001612379,8.998560905,8.979097366,0.000000000
1709381226.043083,,,,,,,,,,-1.001439095,0.255573511,0.005284623,-0.002537160,-1.020902634,0.269260049,-0.006653644,0.001612379,8.998560905,8.979097366,0.000000000
1709381226.052014,949710173.000000000,1709380821.000000000,-0.924029719,0.000607034,0.000375882,-0.382319942,9.008588791,8.984974861,9.760342598,,,,,,,,,,,
1709381226.063754,,,,,,,,,,-0.991411209,0.255442470,0.005236752,-0.002584193,-1.015025139,0.266624153,-0.006522405,0.001335118,9.008588791,8.984974861,0.000000000
1709381226.084264,,,,,,,,,,-0.991411209,0.255442470,0.005236752,-0.002584193,-1.015025139,0.266624153,-0.006522405,0.001335118,9.008588791,8.984974861,0.000000000
1709381226.092319,989590655.000000000,1709380821.000000000,-0.924105858,0.000862423,0.000664679,-0.382135065,9.021003723,8.991410255,9.765749931,,,,,,,,,,,
1709381226.104342,,,,,,,,,,-0.978996277,0.254467100,0.005439007,-0.002627067,-1.008589745,0.262719899,-0.006504018,0.001031793,9.021003723,8.991410255,0.000000000
1709381226.123906,21427160.000000000,1709380822.000000000,-0.924128006,0.000986101,0.000826957,-0.382080970,9.030717850,8.996777534,9.769764900,,,,,,,,,,,
1709381226.124048,,,,,,,,,,-0.969282150,0.254467100,0.005654460,-0.002678569,-1.003222466,0.262719899,-0.006538098,0.000731699,9.030717850,8.996777534,0.000000000
1709381226.144849,,,,,,,,,,-0.969282150,0.253422737,0.005654460,-0.002678569,-1.003222466,0.259927183,-0.006538098,0.000731699,9.030717850,8.996777534,0.000000000
1709381226.158976,57943822.000000000,1709380822.000000000,-0.924140376,0.001219574,0.001116187,-0.382049549,9.040245056,9.002324104,9.773304939,,,,,,,,,,,
1709381226.163204,,,,,,,,,,-0.959754944,0.252232790,0.005564675,-0.002724450,-0.997675896,0.257404327,-0.006490886,0.000399879,9.040245056,9.002324104,0.000000000
1709381226.183158,,,,,,,,,,-0.959754944,0.252232790,0.005564675,-0.002724450,-0.997675896,0.257404327,-0.006490886,0.000399879,9.040245056,9.002324104,0.000000000
1709381226.200264,96903912.000000000,1709380822.000000000,-0.924114182,0.001429796,0.001347722,-0.382111653,9.049870491,9.007862091,9.773500443,,,,,,,,,,,
1709381226.203102,,,,,,,,,,-0.950129509,0.250879288,0.005558611,-0.002770949,-0.992137909,0.255277216,-0.006433606,0.000091120,9.049870491,9.007862091,0.000000000
1709381226.224292,,,,,,,,,,-0.950129509,0.250879288,0.005558611,-0.002770949,-0.992137909,0.255277216,-0.006433606,0.000091120,9.049870491,9.007862091,0.000000000
1709381226.233476,132423611.000000000,1709380822.000000000,-0.924087376,0.001522162,0.001433233,-0.382175800,9.059297562,9.013581276,9.772971153,,,,,,,,,,,
1709381226.243766,,,,,,,,,,-0.940702438,0.249376416,0.005719475,-0.002823805,-0.986418724,0.253354698,-0.006467759,-0.000253022,9.059297562,9.013581276,0.000000000
1709381226.264747,,,,,,,,,,-0.940702438,0.249376416,0.005719475,-0.002886791,-0.986418724,0.253354698,-0.006467759,-0.000621725,9.059297562,9.013581276,0.000000000
1709381226.266945,165256960.000000000,1709380822.000000000,-0.924001397,0.001721208,0.001582314,-0.382382067,9.068534851,9.019472122,9.772107124,,,,,,,,,,,
1709381226.284609,,,,,,,,,,-0.931465149,0.247670740,0.005628714,-0.002886791,-0.980527878,0.251638025,-0.006376332,-0.000621725,9.068534851,9.019472122,0.000000000
1709381226.303630,,,,,,,,,,-0.931465149,0.247670740,0.005628714,-0.002953238,-0.980527878,0.251638025,-0.006376332,-0.001044392,9.068534851,9.019472122,0.000000000
1709381226.304765,202324761.000000000,1709380822.000000000,-0.923865410,0.001948712,0.001705415,-0.382709063,9.079173088,9.028228760,9.770622253,,,,,,,,,,,
1709381226.324252,,,,,,,,,,-0.920826912,0.245000303,0.005587574,-0.002953238,-0.971771240,0.250389338,-0.006266066,-0.001044392,9.079173088,9.028228760,0.000000000
1709381226.337288,236208056.000000000,1709380822.000000000,-0.923782823,0.002064554,0.001755605,-0.382907385,9.086787224,9.036666870,9.769197464,,,,,,,,,,,
1709381226.345188,,,,,,,,,,-0.913212776,0.242396683,0.005690002,-0.003012025,-0.963333130,0.250262439,-0.006235989,-0.001434265,9.086787224,9.036666870,0.000000000
1709381226.363800,,,,,,,,,,-0.913212776,0.242396683,0.005690002,-0.003012025,-0.963333130,0.250262439,-0.006235989,-0.001434265,9.086787224,9.036666870,0.000000000
1709381226.372945,272300509.000000000,1709380822.000000000,-0.923591371,0.002254856,0.001843917,-0.383367481,9.094334602,9.045066833,9.768027306,,,,,,,,,,,
1709381226.383113,,,,,,,,,,-0.905665398,0.239701271,0.005542954,-0.003070397,-0.954933167,0.250222743,-0.005970296,-0.001835676,9.094334602,9.045066833,0.000000000
1709381226.405154,,,,,,,,,,-0.905665398,0.239701271,0.005542954,-0.003070397,-0.954933167,0.250222743,-0.005970296,-0.001835676,9.094334602,9.045066833,0.000000000
1709381226.413009,312106643.000000000,1709380822.000000000,-0.923377687,0.002365700,0.001909348,-0.383880577,9.101811409,9.053440094,9.767393112,,,,,,,,,,,
1709381226.423560,,,,,,,,,,-0.898188591,0.236949638,0.005406563,-0.003134195,-0.946559906,0.250227332,-0.005730750,-0.002241098,9.101811409,9.053440094,0.000000000
1709381226.443674,,,,,,,,,,-0.898188591,0.236949638,0.005406563,-0.003134195,-0.946559906,0.250227332,-0.005730750,-0.002241098,9.101811409,9.053440094,0.000000000
1709381226.449528,348736588.000000000,1709380822.000000000,-0.923255714,0.002391441,0.001928670,-0.384173582,9.109629631,9.060739517,9.767065048,,,,,,,,,,,
1709381226.463361,,,,,,,,,,-0.890370369,0.234474704,0.005281884,-0.003195807,-0.939260483,0.249568671,-0.005512271,-0.002687588,9.109629631,9.060739517,0.000000000
1709381226.483923,,,,,,,,,,-0.890370369,0.234474704,0.005281884,-0.003246556,-0.939260483,0.249568671,-0.005512271,-0.003077925,9.109629631,9.060739517,0.000000000
1709381226.488345,384879073.000000000,1709380822.000000000,-0.922985468,0.002345782,0.001938600,-0.384822812,9.117750168,9.067079544,9.766949654,,,,,,,,,,,
1709381226.503636,,,,,,,,,,-0.882249832,0.232293651,0.005123439,-0.003246556,-0.932920456,0.248276263,-0.005309112,-0.003077925,9.117750168,9.067079544,0.000000000
1709381226.520622,419530732.000000000,1709380822.000000000,-0.922692021,0.002212637,0.001919007,-0.385526685,9.127722740,9.075164795,9.767121315,,,,,,,,,,,
1709381226.525381,,,,,,,,,,-0.872277260,0.229622290,0.004975879,-0.003289826,-0.924835205,0.246735737,-0.005122306,-0.003462026,9.127722740,9.075164795,0.000000000
1709381226.543188,,,,,,,,,,-0.872277260,0.229622290,0.004975879,-0.003289826,-0.924835205,0.246735737,-0.005122306,-0.003462026,9.127722740,9.075164795,0.000000000
1709381226.553788,453163572.000000000,1709380822.000000000,-0.922541936,0.002124720,0.001899488,-0.385886240,9.135567665,9.081744194,9.767397881,,,,,,,,,,,
1709381226.564504,,,,,,,,,,-0.864432335,0.227534875,0.004725874,-0.003334686,-0.918255806,0.245522410,-0.004894333,-0.003833226,9.135567665,9.081744194,0.000000000
1709381226.583408,,,,,,,,,,-0.864432335,0.227534875,0.004725874,-0.003367436,-0.918255806,0.245522410,-0.004894333,-0.004245739,9.135567665,9.081744194,0.000000000
1709381226.591502,490714618.000000000,1709380822.000000000,-0.922223348,0.001944693,0.001824951,-0.386648550,9.141854286,9.088277817,9.770389557,,,,,,,,,,,
1709381226.606600,,,,,,,,,,-0.858145714,0.226411372,0.004590348,-0.003367436,-0.911722183,0.245669439,-0.004726112,-0.004245739,9.141854286,9.088277817,0.000000000
1709381226.623593,,,,,,,,,,-0.858145714,0.226411372,0.004590348,-0.003397320,-0.911722183,0.245669439,-0.004726112,-0.004600784,9.141854286,9.088277817,0.000000000
1709381226.625133,522511129.000000000,1709380822.000000000,-0.921882611,0.001789127,0.001734462,-0.387461331,9.152536392,9.100319862,9.777040482,,,,,,,,,,,
